ParentNode [0,766] X:-320.00,320.00  Y:-320.00,320.00  Z:-320.00,320.00
mzb:684, mmb:47  X:(-169.48,-168.96),  Y:(34.77,39.29),  Z:(208.49,209.01)
mzb:685, mmb:47  X:(-193.92,-192.41),  Y:(32.64,36.85),  Z:(209.96,211.51)
mzb:686, mmb:49  X:(-191.16,-188.06),  Y:(27.95,34.46),  Z:(210.84,214.15)
mzb:687, mmb:49  X:(-191.24,-187.27),  Y:(30.16,34.80),  Z:(208.71,213.91)
mzb:689, mmb:55  X:(-165.02,-162.98),  Y:(39.45,40.10),  Z:(175.53,179.12)
mzb:691, mmb:104  X:(-179.68,-177.60),  Y:(32.89,34.39),  Z:(216.63,218.71)
mzb:692, mmb:104  X:(-189.22,-187.37),  Y:(33.05,34.55),  Z:(211.91,213.75)
mzb:693, mmb:101  X:(-181.00,-179.69),  Y:(33.55,34.55),  Z:(210.16,211.46)
mzb:694, mmb:103  X:(-170.77,-169.65),  Y:(33.90,35.22),  Z:(212.16,213.39)
mzb:695, mmb:103  X:(-184.29,-183.08),  Y:(31.01,32.01),  Z:(220.63,221.84)
mzb:696, mmb:103  X:(-180.94,-179.74),  Y:(32.50,33.50),  Z:(221.97,223.18)
mzb:697, mmb:104  X:(-187.67,-185.66),  Y:(24.51,26.01),  Z:(217.10,219.11)
mzb:698, mmb:100  X:(-184.28,-182.28),  Y:(27.03,28.02),  Z:(218.19,220.75)
mzb:699, mmb:100  X:(-183.87,-181.66),  Y:(28.01,29.00),  Z:(218.89,221.52)
mzb:707, mmb:102  X:(-182.28,-180.47),  Y:(32.00,33.50),  Z:(219.93,221.75)
mzb:713, mmb:106  X:(-170.48,-169.21),  Y:(36.11,36.57),  Z:(207.79,209.06)
mzb:714, mmb:101  X:(-181.43,-180.09),  Y:(37.06,38.06),  Z:(205.46,206.81)
mzb:715, mmb:101  X:(-188.61,-187.27),  Y:(29.50,30.50),  Z:(216.59,217.93)
mzb:716, mmb:101  X:(-187.29,-185.99),  Y:(29.50,30.50),  Z:(217.38,218.68)
mzb:717, mmb:104  X:(-188.29,-186.29),  Y:(27.50,29.00),  Z:(216.46,218.46)
mzb:718, mmb:100  X:(-187.13,-184.74),  Y:(35.42,36.41),  Z:(205.70,207.36)
mzb:719, mmb:104  X:(-186.00,-183.91),  Y:(36.40,37.90),  Z:(205.31,207.41)
mzb:720, mmb:99  X:(-182.02,-180.26),  Y:(29.84,30.50),  Z:(220.03,221.51)
mzb:721, mmb:99  X:(-180.82,-179.27),  Y:(29.84,30.50),  Z:(220.42,222.19)
mzb:723, mmb:104  X:(-187.62,-185.92),  Y:(36.40,37.90),  Z:(205.63,207.34)
mzb:726, mmb:107  X:(-202.72,-201.39),  Y:(38.19,38.41),  Z:(161.45,162.28)
mzb:727, mmb:107  X:(-200.84,-199.87),  Y:(39.18,39.40),  Z:(162.59,163.99)
mzb:728, mmb:103  X:(-188.35,-187.35),  Y:(32.05,33.05),  Z:(211.50,212.50)
mzb:743, mmb:103  X:(-180.33,-178.92),  Y:(33.77,34.77),  Z:(216.49,217.90)
mzb:744, mmb:100  X:(-187.44,-184.87),  Y:(33.84,34.82),  Z:(211.13,213.15)
mzb:745, mmb:103  X:(-183.92,-182.86),  Y:(30.69,31.69),  Z:(210.40,211.46)
mzb:746, mmb:100  X:(-187.52,-185.33),  Y:(32.86,33.85),  Z:(209.59,212.21)
mzb:747, mmb:99  X:(-187.10,-185.38),  Y:(32.23,32.89),  Z:(210.16,211.90)
mzb:748, mmb:100  X:(-187.85,-185.38),  Y:(33.84,34.82),  Z:(209.54,211.34)
mzb:749, mmb:102  X:(-184.39,-182.31),  Y:(31.67,33.17),  Z:(209.95,212.03)
mzb:750, mmb:102  X:(-184.27,-182.43),  Y:(33.16,34.66),  Z:(210.07,211.91)
mzb:751, mmb:102  X:(-185.74,-183.77),  Y:(33.22,34.72),  Z:(208.55,210.52)
mzb:752, mmb:103  X:(-182.24,-181.03),  Y:(33.55,34.55),  Z:(210.58,211.79)
mzb:753, mmb:55  X:(-170.10,-167.47),  Y:(32.57,35.56),  Z:(211.42,213.32)
mzb:754, mmb:101  X:(-186.61,-185.25),  Y:(34.42,35.42),  Z:(205.85,207.22)
mzb:755, mmb:55  X:(-188.85,-186.90),  Y:(34.77,37.96),  Z:(206.51,208.51)
mzb:756, mmb:100  X:(-193.19,-190.80),  Y:(35.92,36.91),  Z:(205.94,207.60)
mzb:757, mmb:101  X:(-191.87,-190.53),  Y:(36.90,37.90),  Z:(205.91,207.26)
mzb:758, mmb:101  X:(-193.43,-192.28),  Y:(36.90,37.90),  Z:(206.00,207.15)
mzb:759, mmb:46  X:(-182.25,-180.61),  Y:(35.32,40.98),  Z:(201.79,203.74)
mzb:762, mmb:55  X:(-199.35,-196.90),  Y:(39.18,39.38),  Z:(163.79,167.32)
mzb:763, mmb:101  X:(-201.47,-200.33),  Y:(37.70,38.70),  Z:(192.61,193.75)
ParentNode [2795,106] X:-320.00,-160.00  Y:0.00,160.00  Z:160.00,320.00
Parent: 2795,106] ChildBox 0)  X:(-320.00,-240.00)  Y:(0.00,80.00)  Z:(240.00,320.00)
Parent: 2795,106] ChildBox 1)  X:(-240.00,-160.00)  Y:(0.00,80.00)  Z:(240.00,320.00)
Parent: 2795,106] ChildBox 2)  X:(-320.00,-240.00)  Y:(0.00,80.00)  Z:(160.00,240.00)
Parent: 2795,106] ChildBox 3)  X:(-240.00,-160.00)  Y:(0.00,80.00)  Z:(160.00,240.00)
mzb:82, mmb:22  X:(-240.00,-200.00),  Y:(10.00,41.00),  Z:(198.00,231.71)
mzb:96, mmb:108  X:(-193.68,-165.92),  Y:(37.91,41.15),  Z:(196.19,204.63)
mzb:573, mmb:0  X:(-207.19,-193.97),  Y:(10.00,40.88),  Z:(198.75,210.02)
mzb:579, mmb:100  X:(-188.98,-187.23),  Y:(36.91,37.90),  Z:(201.88,204.31)
mzb:581, mmb:103  X:(-179.07,-178.07),  Y:(32.55,33.55),  Z:(221.04,222.04)
mzb:582, mmb:103  X:(-179.71,-178.71),  Y:(32.53,33.53),  Z:(222.31,223.31)
mzb:583, mmb:103  X:(-184.58,-183.58),  Y:(23.55,24.55),  Z:(219.71,220.71)
mzb:589, mmb:101  X:(-199.14,-197.82),  Y:(38.40,39.40),  Z:(160.01,161.33)
mzb:590, mmb:99  X:(-192.95,-191.34),  Y:(35.27,35.93),  Z:(205.94,207.71)
mzb:591, mmb:99  X:(-179.46,-177.77),  Y:(29.84,30.50),  Z:(221.13,222.89)
mzb:595, mmb:106  X:(-180.14,-179.08),  Y:(32.54,33.52),  Z:(220.73,221.66)
mzb:602, mmb:50  X:(-206.70,-193.73),  Y:(38.70,41.00),  Z:(190.13,193.88)
mzb:603, mmb:51  X:(-194.50,-181.50),  Y:(37.90,41.00),  Z:(201.50,208.00)
mzb:604, mmb:52  X:(-192.53,-175.06),  Y:(25.57,34.50),  Z:(215.65,230.41)
mzb:606, mmb:53  X:(-193.88,-190.13),  Y:(38.70,41.00),  Z:(189.20,202.60)
mzb:607, mmb:59  X:(-192.00,-166.53),  Y:(22.00,35.00),  Z:(213.77,216.15)
mzb:610, mmb:46  X:(-195.68,-195.05),  Y:(35.01,41.01),  Z:(203.66,204.29)
mzb:614, mmb:46  X:(-213.35,-213.15),  Y:(35.00,41.00),  Z:(213.81,214.01)
mzb:615, mmb:48  X:(-222.26,-217.65),  Y:(35.00,41.00),  Z:(200.61,203.23)
mzb:616, mmb:1  X:(-177.46,-176.96),  Y:(32.24,34.70),  Z:(215.05,215.56)
mzb:617, mmb:46  X:(-184.09,-183.89),  Y:(35.00,41.00),  Z:(200.26,200.46)
mzb:618, mmb:46  X:(-218.61,-217.09),  Y:(35.10,41.00),  Z:(202.91,203.47)
mzb:619, mmb:1  X:(-173.16,-172.66),  Y:(32.24,34.70),  Z:(214.96,215.46)
mzb:620, mmb:47  X:(-195.47,-195.06),  Y:(36.49,41.01),  Z:(199.60,200.00)
mzb:621, mmb:47  X:(-204.42,-203.92),  Y:(36.49,41.01),  Z:(194.60,195.11)
mzb:622, mmb:47  X:(-200.16,-199.96),  Y:(36.49,41.00),  Z:(194.64,194.84)
mzb:623, mmb:48  X:(-200.11,-194.98),  Y:(35.00,41.00),  Z:(194.73,194.93)
mzb:624, mmb:48  X:(-189.17,-184.04),  Y:(35.00,41.00),  Z:(200.26,200.46)
mzb:627, mmb:47  X:(-216.81,-216.12),  Y:(36.51,41.01),  Z:(160.71,161.40)
mzb:629, mmb:48  X:(-163.77,-160.35),  Y:(35.02,41.00),  Z:(196.79,201.66)
mzb:632, mmb:104  X:(-187.50,-186.00),  Y:(24.51,26.01),  Z:(219.24,220.74)
mzb:633, mmb:104  X:(-178.31,-176.44),  Y:(32.87,34.37),  Z:(230.71,232.58)
mzb:634, mmb:103  X:(-178.01,-176.67),  Y:(31.89,32.89),  Z:(230.93,232.27)
mzb:636, mmb:60  X:(-173.39,-172.17),  Y:(29.25,34.65),  Z:(215.77,221.37)
mzb:643, mmb:61  X:(-179.94,-178.04),  Y:(32.82,34.72),  Z:(215.92,216.06)
mzb:644, mmb:61  X:(-185.94,-184.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:645, mmb:61  X:(-181.94,-180.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:646, mmb:61  X:(-187.94,-186.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:647, mmb:61  X:(-183.94,-182.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:648, mmb:61  X:(-189.94,-188.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:655, mmb:100  X:(-185.65,-182.99),  Y:(32.56,33.55),  Z:(218.21,220.64)
mzb:656, mmb:100  X:(-203.34,-200.97),  Y:(38.39,39.38),  Z:(161.10,162.73)
mzb:660, mmb:104  X:(-181.55,-179.91),  Y:(27.51,29.01),  Z:(220.59,222.22)
mzb:661, mmb:102  X:(-179.79,-177.78),  Y:(27.51,29.01),  Z:(220.88,222.90)
mzb:662, mmb:104  X:(-184.11,-182.47),  Y:(32.01,33.51),  Z:(220.35,221.99)
mzb:663, mmb:103  X:(-186.76,-185.41),  Y:(23.50,24.50),  Z:(217.48,218.82)
mzb:664, mmb:100  X:(-185.77,-183.27),  Y:(28.01,29.00),  Z:(217.99,219.86)
mzb:665, mmb:104  X:(-184.42,-182.78),  Y:(24.51,26.01),  Z:(218.96,220.60)
mzb:666, mmb:103  X:(-179.29,-178.29),  Y:(31.55,32.55),  Z:(221.75,222.75)
mzb:667, mmb:107  X:(-191.61,-190.05),  Y:(37.65,37.87),  Z:(201.28,202.73)
mzb:668, mmb:107  X:(-190.33,-189.08),  Y:(37.04,37.26),  Z:(201.79,203.32)
mzb:669, mmb:107  X:(-188.79,-187.47),  Y:(36.50,36.72),  Z:(202.48,204.03)
mzb:670, mmb:107  X:(-188.84,-187.39),  Y:(36.70,36.92),  Z:(202.72,203.79)
mzb:671, mmb:99  X:(-190.06,-189.11),  Y:(37.24,37.90),  Z:(202.00,203.50)
mzb:680, mmb:61  X:(-180.07,-179.93),  Y:(32.82,34.72),  Z:(214.04,215.94)
mzb:681, mmb:104  X:(-179.91,-177.97),  Y:(31.39,32.89),  Z:(217.41,219.35)
mzb:682, mmb:104  X:(-177.53,-175.69),  Y:(32.86,34.36),  Z:(217.85,219.68)
mzb:683, mmb:49  X:(-172.10,-170.56),  Y:(32.18,39.25),  Z:(205.15,208.07)
mzb:684, mmb:47  X:(-169.48,-168.96),  Y:(34.77,39.29),  Z:(208.49,209.01)
mzb:685, mmb:47  X:(-193.92,-192.41),  Y:(32.64,36.85),  Z:(209.96,211.51)
mzb:686, mmb:49  X:(-191.16,-188.06),  Y:(27.95,34.46),  Z:(210.84,214.15)
mzb:687, mmb:49  X:(-191.24,-187.27),  Y:(30.16,34.80),  Z:(208.71,213.91)
mzb:689, mmb:55  X:(-165.02,-162.98),  Y:(39.45,40.10),  Z:(175.53,179.12)
mzb:691, mmb:104  X:(-179.68,-177.60),  Y:(32.89,34.39),  Z:(216.63,218.71)
mzb:692, mmb:104  X:(-189.22,-187.37),  Y:(33.05,34.55),  Z:(211.91,213.75)
mzb:693, mmb:101  X:(-181.00,-179.69),  Y:(33.55,34.55),  Z:(210.16,211.46)
mzb:694, mmb:103  X:(-170.77,-169.65),  Y:(33.90,35.22),  Z:(212.16,213.39)
mzb:695, mmb:103  X:(-184.29,-183.08),  Y:(31.01,32.01),  Z:(220.63,221.84)
mzb:696, mmb:103  X:(-180.94,-179.74),  Y:(32.50,33.50),  Z:(221.97,223.18)
mzb:697, mmb:104  X:(-187.67,-185.66),  Y:(24.51,26.01),  Z:(217.10,219.11)
mzb:698, mmb:100  X:(-184.28,-182.28),  Y:(27.03,28.02),  Z:(218.19,220.75)
mzb:699, mmb:100  X:(-183.87,-181.66),  Y:(28.01,29.00),  Z:(218.89,221.52)
mzb:707, mmb:102  X:(-182.28,-180.47),  Y:(32.00,33.50),  Z:(219.93,221.75)
mzb:713, mmb:106  X:(-170.48,-169.21),  Y:(36.11,36.57),  Z:(207.79,209.06)
mzb:714, mmb:101  X:(-181.43,-180.09),  Y:(37.06,38.06),  Z:(205.46,206.81)
mzb:715, mmb:101  X:(-188.61,-187.27),  Y:(29.50,30.50),  Z:(216.59,217.93)
mzb:716, mmb:101  X:(-187.29,-185.99),  Y:(29.50,30.50),  Z:(217.38,218.68)
mzb:717, mmb:104  X:(-188.29,-186.29),  Y:(27.50,29.00),  Z:(216.46,218.46)
mzb:718, mmb:100  X:(-187.13,-184.74),  Y:(35.42,36.41),  Z:(205.70,207.36)
mzb:719, mmb:104  X:(-186.00,-183.91),  Y:(36.40,37.90),  Z:(205.31,207.41)
mzb:720, mmb:99  X:(-182.02,-180.26),  Y:(29.84,30.50),  Z:(220.03,221.51)
mzb:721, mmb:99  X:(-180.82,-179.27),  Y:(29.84,30.50),  Z:(220.42,222.19)
mzb:723, mmb:104  X:(-187.62,-185.92),  Y:(36.40,37.90),  Z:(205.63,207.34)
mzb:726, mmb:107  X:(-202.72,-201.39),  Y:(38.19,38.41),  Z:(161.45,162.28)
mzb:727, mmb:107  X:(-200.84,-199.87),  Y:(39.18,39.40),  Z:(162.59,163.99)
mzb:728, mmb:103  X:(-188.35,-187.35),  Y:(32.05,33.05),  Z:(211.50,212.50)
mzb:743, mmb:103  X:(-180.33,-178.92),  Y:(33.77,34.77),  Z:(216.49,217.90)
mzb:744, mmb:100  X:(-187.44,-184.87),  Y:(33.84,34.82),  Z:(211.13,213.15)
mzb:745, mmb:103  X:(-183.92,-182.86),  Y:(30.69,31.69),  Z:(210.40,211.46)
mzb:746, mmb:100  X:(-187.52,-185.33),  Y:(32.86,33.85),  Z:(209.59,212.21)
mzb:747, mmb:99  X:(-187.10,-185.38),  Y:(32.23,32.89),  Z:(210.16,211.90)
mzb:748, mmb:100  X:(-187.85,-185.38),  Y:(33.84,34.82),  Z:(209.54,211.34)
mzb:749, mmb:102  X:(-184.39,-182.31),  Y:(31.67,33.17),  Z:(209.95,212.03)
mzb:750, mmb:102  X:(-184.27,-182.43),  Y:(33.16,34.66),  Z:(210.07,211.91)
mzb:751, mmb:102  X:(-185.74,-183.77),  Y:(33.22,34.72),  Z:(208.55,210.52)
mzb:752, mmb:103  X:(-182.24,-181.03),  Y:(33.55,34.55),  Z:(210.58,211.79)
mzb:753, mmb:55  X:(-170.10,-167.47),  Y:(32.57,35.56),  Z:(211.42,213.32)
mzb:754, mmb:101  X:(-186.61,-185.25),  Y:(34.42,35.42),  Z:(205.85,207.22)
mzb:755, mmb:55  X:(-188.85,-186.90),  Y:(34.77,37.96),  Z:(206.51,208.51)
mzb:756, mmb:100  X:(-193.19,-190.80),  Y:(35.92,36.91),  Z:(205.94,207.60)
mzb:757, mmb:101  X:(-191.87,-190.53),  Y:(36.90,37.90),  Z:(205.91,207.26)
mzb:758, mmb:101  X:(-193.43,-192.28),  Y:(36.90,37.90),  Z:(206.00,207.15)
mzb:759, mmb:46  X:(-182.25,-180.61),  Y:(35.32,40.98),  Z:(201.79,203.74)
mzb:762, mmb:55  X:(-199.35,-196.90),  Y:(39.18,39.38),  Z:(163.79,167.32)
mzb:763, mmb:101  X:(-201.47,-200.33),  Y:(37.70,38.70),  Z:(192.61,193.75)
ParentNode [2901,105] X:-240.00,-160.00  Y:0.00,80.00  Z:160.00,240.00
Parent: 2901,105] ChildBox 0)  X:(-240.00,-200.00)  Y:(0.00,40.00)  Z:(200.00,240.00)
Parent: 2901,105] ChildBox 1)  X:(-200.00,-160.00)  Y:(0.00,40.00)  Z:(200.00,240.00)
mzb:579, mmb:100  X:(-188.98,-187.23),  Y:(36.91,37.90),  Z:(201.88,204.31)
mzb:581, mmb:103  X:(-179.07,-178.07),  Y:(32.55,33.55),  Z:(221.04,222.04)
mzb:582, mmb:103  X:(-179.71,-178.71),  Y:(32.53,33.53),  Z:(222.31,223.31)
mzb:583, mmb:103  X:(-184.58,-183.58),  Y:(23.55,24.55),  Z:(219.71,220.71)
mzb:590, mmb:99  X:(-192.95,-191.34),  Y:(35.27,35.93),  Z:(205.94,207.71)
mzb:591, mmb:99  X:(-179.46,-177.77),  Y:(29.84,30.50),  Z:(221.13,222.89)
mzb:595, mmb:106  X:(-180.14,-179.08),  Y:(32.54,33.52),  Z:(220.73,221.66)
mzb:604, mmb:52  X:(-192.53,-175.06),  Y:(25.57,34.50),  Z:(215.65,230.41)
mzb:607, mmb:59  X:(-192.00,-166.53),  Y:(22.00,35.00),  Z:(213.77,216.15)
mzb:616, mmb:1  X:(-177.46,-176.96),  Y:(32.24,34.70),  Z:(215.05,215.56)
mzb:619, mmb:1  X:(-173.16,-172.66),  Y:(32.24,34.70),  Z:(214.96,215.46)
mzb:632, mmb:104  X:(-187.50,-186.00),  Y:(24.51,26.01),  Z:(219.24,220.74)
mzb:633, mmb:104  X:(-178.31,-176.44),  Y:(32.87,34.37),  Z:(230.71,232.58)
mzb:634, mmb:103  X:(-178.01,-176.67),  Y:(31.89,32.89),  Z:(230.93,232.27)
mzb:636, mmb:60  X:(-173.39,-172.17),  Y:(29.25,34.65),  Z:(215.77,221.37)
mzb:643, mmb:61  X:(-179.94,-178.04),  Y:(32.82,34.72),  Z:(215.92,216.06)
mzb:644, mmb:61  X:(-185.94,-184.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:645, mmb:61  X:(-181.94,-180.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:646, mmb:61  X:(-187.94,-186.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:647, mmb:61  X:(-183.94,-182.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:648, mmb:61  X:(-189.94,-188.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:655, mmb:100  X:(-185.65,-182.99),  Y:(32.56,33.55),  Z:(218.21,220.64)
mzb:660, mmb:104  X:(-181.55,-179.91),  Y:(27.51,29.01),  Z:(220.59,222.22)
mzb:661, mmb:102  X:(-179.79,-177.78),  Y:(27.51,29.01),  Z:(220.88,222.90)
mzb:662, mmb:104  X:(-184.11,-182.47),  Y:(32.01,33.51),  Z:(220.35,221.99)
mzb:663, mmb:103  X:(-186.76,-185.41),  Y:(23.50,24.50),  Z:(217.48,218.82)
mzb:664, mmb:100  X:(-185.77,-183.27),  Y:(28.01,29.00),  Z:(217.99,219.86)
mzb:665, mmb:104  X:(-184.42,-182.78),  Y:(24.51,26.01),  Z:(218.96,220.60)
mzb:666, mmb:103  X:(-179.29,-178.29),  Y:(31.55,32.55),  Z:(221.75,222.75)
mzb:667, mmb:107  X:(-191.61,-190.05),  Y:(37.65,37.87),  Z:(201.28,202.73)
mzb:668, mmb:107  X:(-190.33,-189.08),  Y:(37.04,37.26),  Z:(201.79,203.32)
mzb:669, mmb:107  X:(-188.79,-187.47),  Y:(36.50,36.72),  Z:(202.48,204.03)
mzb:670, mmb:107  X:(-188.84,-187.39),  Y:(36.70,36.92),  Z:(202.72,203.79)
mzb:671, mmb:99  X:(-190.06,-189.11),  Y:(37.24,37.90),  Z:(202.00,203.50)
mzb:680, mmb:61  X:(-180.07,-179.93),  Y:(32.82,34.72),  Z:(214.04,215.94)
mzb:681, mmb:104  X:(-179.91,-177.97),  Y:(31.39,32.89),  Z:(217.41,219.35)
mzb:682, mmb:104  X:(-177.53,-175.69),  Y:(32.86,34.36),  Z:(217.85,219.68)
mzb:683, mmb:49  X:(-172.10,-170.56),  Y:(32.18,39.25),  Z:(205.15,208.07)
mzb:684, mmb:47  X:(-169.48,-168.96),  Y:(34.77,39.29),  Z:(208.49,209.01)
mzb:685, mmb:47  X:(-193.92,-192.41),  Y:(32.64,36.85),  Z:(209.96,211.51)
mzb:686, mmb:49  X:(-191.16,-188.06),  Y:(27.95,34.46),  Z:(210.84,214.15)
mzb:687, mmb:49  X:(-191.24,-187.27),  Y:(30.16,34.80),  Z:(208.71,213.91)
mzb:691, mmb:104  X:(-179.68,-177.60),  Y:(32.89,34.39),  Z:(216.63,218.71)
mzb:692, mmb:104  X:(-189.22,-187.37),  Y:(33.05,34.55),  Z:(211.91,213.75)
mzb:693, mmb:101  X:(-181.00,-179.69),  Y:(33.55,34.55),  Z:(210.16,211.46)
mzb:694, mmb:103  X:(-170.77,-169.65),  Y:(33.90,35.22),  Z:(212.16,213.39)
mzb:695, mmb:103  X:(-184.29,-183.08),  Y:(31.01,32.01),  Z:(220.63,221.84)
mzb:696, mmb:103  X:(-180.94,-179.74),  Y:(32.50,33.50),  Z:(221.97,223.18)
mzb:697, mmb:104  X:(-187.67,-185.66),  Y:(24.51,26.01),  Z:(217.10,219.11)
mzb:698, mmb:100  X:(-184.28,-182.28),  Y:(27.03,28.02),  Z:(218.19,220.75)
mzb:699, mmb:100  X:(-183.87,-181.66),  Y:(28.01,29.00),  Z:(218.89,221.52)
mzb:707, mmb:102  X:(-182.28,-180.47),  Y:(32.00,33.50),  Z:(219.93,221.75)
mzb:713, mmb:106  X:(-170.48,-169.21),  Y:(36.11,36.57),  Z:(207.79,209.06)
mzb:714, mmb:101  X:(-181.43,-180.09),  Y:(37.06,38.06),  Z:(205.46,206.81)
mzb:715, mmb:101  X:(-188.61,-187.27),  Y:(29.50,30.50),  Z:(216.59,217.93)
mzb:716, mmb:101  X:(-187.29,-185.99),  Y:(29.50,30.50),  Z:(217.38,218.68)
mzb:717, mmb:104  X:(-188.29,-186.29),  Y:(27.50,29.00),  Z:(216.46,218.46)
mzb:718, mmb:100  X:(-187.13,-184.74),  Y:(35.42,36.41),  Z:(205.70,207.36)
mzb:719, mmb:104  X:(-186.00,-183.91),  Y:(36.40,37.90),  Z:(205.31,207.41)
mzb:720, mmb:99  X:(-182.02,-180.26),  Y:(29.84,30.50),  Z:(220.03,221.51)
mzb:721, mmb:99  X:(-180.82,-179.27),  Y:(29.84,30.50),  Z:(220.42,222.19)
mzb:723, mmb:104  X:(-187.62,-185.92),  Y:(36.40,37.90),  Z:(205.63,207.34)
mzb:728, mmb:103  X:(-188.35,-187.35),  Y:(32.05,33.05),  Z:(211.50,212.50)
mzb:743, mmb:103  X:(-180.33,-178.92),  Y:(33.77,34.77),  Z:(216.49,217.90)
mzb:744, mmb:100  X:(-187.44,-184.87),  Y:(33.84,34.82),  Z:(211.13,213.15)
mzb:745, mmb:103  X:(-183.92,-182.86),  Y:(30.69,31.69),  Z:(210.40,211.46)
mzb:746, mmb:100  X:(-187.52,-185.33),  Y:(32.86,33.85),  Z:(209.59,212.21)
mzb:747, mmb:99  X:(-187.10,-185.38),  Y:(32.23,32.89),  Z:(210.16,211.90)
mzb:748, mmb:100  X:(-187.85,-185.38),  Y:(33.84,34.82),  Z:(209.54,211.34)
mzb:749, mmb:102  X:(-184.39,-182.31),  Y:(31.67,33.17),  Z:(209.95,212.03)
mzb:750, mmb:102  X:(-184.27,-182.43),  Y:(33.16,34.66),  Z:(210.07,211.91)
mzb:751, mmb:102  X:(-185.74,-183.77),  Y:(33.22,34.72),  Z:(208.55,210.52)
mzb:752, mmb:103  X:(-182.24,-181.03),  Y:(33.55,34.55),  Z:(210.58,211.79)
mzb:753, mmb:55  X:(-170.10,-167.47),  Y:(32.57,35.56),  Z:(211.42,213.32)
mzb:754, mmb:101  X:(-186.61,-185.25),  Y:(34.42,35.42),  Z:(205.85,207.22)
mzb:755, mmb:55  X:(-188.85,-186.90),  Y:(34.77,37.96),  Z:(206.51,208.51)
mzb:756, mmb:100  X:(-193.19,-190.80),  Y:(35.92,36.91),  Z:(205.94,207.60)
mzb:757, mmb:101  X:(-191.87,-190.53),  Y:(36.90,37.90),  Z:(205.91,207.26)
mzb:758, mmb:101  X:(-193.43,-192.28),  Y:(36.90,37.90),  Z:(206.00,207.15)
ParentNode [3006,79] X:-200.00,-160.00  Y:0.00,40.00  Z:200.00,240.00
Parent: 3006,79] ChildBox 0)  X:(-200.00,-180.00)  Y:(0.00,20.00)  Z:(220.00,240.00)
Parent: 3006,79] ChildBox 1)  X:(-180.00,-160.00)  Y:(0.00,20.00)  Z:(220.00,240.00)
Parent: 3006,79] ChildBox 2)  X:(-200.00,-180.00)  Y:(0.00,20.00)  Z:(200.00,220.00)
Parent: 3006,79] ChildBox 3)  X:(-180.00,-160.00)  Y:(0.00,20.00)  Z:(200.00,220.00)
Parent: 3006,79] ChildBox 4)  X:(-200.00,-180.00)  Y:(20.00,40.00)  Z:(220.00,240.00)
mzb:662, mmb:104  X:(-184.11,-182.47),  Y:(32.01,33.51),  Z:(220.35,221.99)
mzb:695, mmb:103  X:(-184.29,-183.08),  Y:(31.01,32.01),  Z:(220.63,221.84)
mzb:720, mmb:99  X:(-182.02,-180.26),  Y:(29.84,30.50),  Z:(220.03,221.51)
Parent: 3006,79] ChildBox 5)  X:(-180.00,-160.00)  Y:(20.00,40.00)  Z:(220.00,240.00)
mzb:581, mmb:103  X:(-179.07,-178.07),  Y:(32.55,33.55),  Z:(221.04,222.04)
mzb:582, mmb:103  X:(-179.71,-178.71),  Y:(32.53,33.53),  Z:(222.31,223.31)
mzb:591, mmb:99  X:(-179.46,-177.77),  Y:(29.84,30.50),  Z:(221.13,222.89)
mzb:633, mmb:104  X:(-178.31,-176.44),  Y:(32.87,34.37),  Z:(230.71,232.58)
mzb:634, mmb:103  X:(-178.01,-176.67),  Y:(31.89,32.89),  Z:(230.93,232.27)
mzb:661, mmb:102  X:(-179.79,-177.78),  Y:(27.51,29.01),  Z:(220.88,222.90)
mzb:666, mmb:103  X:(-179.29,-178.29),  Y:(31.55,32.55),  Z:(221.75,222.75)
Parent: 3006,79] ChildBox 6)  X:(-200.00,-180.00)  Y:(20.00,40.00)  Z:(200.00,220.00)
mzb:579, mmb:100  X:(-188.98,-187.23),  Y:(36.91,37.90),  Z:(201.88,204.31)
mzb:590, mmb:99  X:(-192.95,-191.34),  Y:(35.27,35.93),  Z:(205.94,207.71)
mzb:644, mmb:61  X:(-185.94,-184.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:645, mmb:61  X:(-181.94,-180.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:646, mmb:61  X:(-187.94,-186.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:647, mmb:61  X:(-183.94,-182.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:648, mmb:61  X:(-189.94,-188.04),  Y:(32.82,34.72),  Z:(213.99,214.14)
mzb:663, mmb:103  X:(-186.76,-185.41),  Y:(23.50,24.50),  Z:(217.48,218.82)
mzb:664, mmb:100  X:(-185.77,-183.27),  Y:(28.01,29.00),  Z:(217.99,219.86)
mzb:667, mmb:107  X:(-191.61,-190.05),  Y:(37.65,37.87),  Z:(201.28,202.73)
